i_in,x,y
257,-1.1738850035104074,6.210341174750971
258,1.914978279456833,1.625271781027527
259,-0.03957500717579038,2.3980047961011275
260,0.6773775939846843,1.0052316491985651
261,0.6159802208549243,2.427351798059393
262,-0.5079154233244574,2.275692846369699
263,-0.34070039597100077,3.5546555363472225
264,1.0464086095728724,1.2045352257708732
265,0.9376287271677765,2.5819985975223276
266,0.9002643619935031,3.757193658807268
267,0.9155124540467683,4.7576040355064375
268,0.9684897473600106,5.6073429320186
269,1.047510002536753,6.32750190232141
270,1.1434835782490964,6.936476216871728
271,1.249420090186601,7.450265441211005
272,-1.6871849966775412,3.5264250178093395
273,1.2404767544882462,0.8476739051380807
274,1.0883121975205325,2.270903749187839
275,0.47260622014451503,1.2679780711604198
276,0.45243440996925455,2.6588771116805763
277,0.4909243329410894,3.84194816852972
278,0.5709636097411148,4.846018969932619
279,0.6791598270772523,5.696277580053081
280,0.8051369562177877,6.41466954996203
281,0.9409531947836007,7.020263639219014
282,1.080620761134821,7.529585965544818
283,1.2197110855863906,7.956923240267702
284,1.35503135235914,8.314596310804092
285,1.4843605019374326,8.613205610089112
286,1.6062346510503822,8.861850348498248
287,1.7197734673327547,9.068323410181495
288,1.8245403836401013,9.23928395996096
289,1.9204306844925245,9.380409750621212
290,-2.05482039826301,4.105389202569947
291,-1.5823817704207606,5.171773638114976
292,-1.1381535593330474,6.05930286321456
293,1.867327835600034,1.598312761744902
294,0.1674283979485675,1.3091003000747854
295,0.19467815025927382,2.7060381191456253
296,0.2737179524862078,3.8923452752634105
297,0.388354070623813,4.89754476587445
298,0.5260027506652191,5.747378888168329
299,0.6769974935921694,6.464231944916472
300,0.8340171473500029,7.067517253435314
301,0.9916152653849151,7.574028979526016
302,1.9719858244595474,2.5155869240863216
303,1.776811427754068,3.6593694524949916
304,1.6566644916907576,4.63939157751058
305,1.5937404810375673,5.477216261216363
306,1.5737680593305865,6.191884202792405
307,1.5853782185426946,6.800150850000321
308,1.6195775197613032,7.316713093758565
309,1.6693094155474502,7.754423028904329
310,1.7290899243715057,8.124487197946781
311,1.794705923633651,8.436650521279903
312,1.8629660559397994,8.699364706142571
313,2.15637720932895,3.0122187040185646
314,1.9534093760903501,4.074130810042622
315,1.8233632020785024,4.984874813492614
316,1.7492537143064315,5.764209063385582
317,-1.1488436136189653,3.2704543482353072
318,-0.8456988976467081,4.42583994054477
319,-0.5418104653779111,5.395791905368922
320,-0.24470721935646753,6.2080955381787
321,0.0403226850741506,6.886669496226155
322,0.3097410621620742,7.4520561643892655
323,0.5613621494133336,7.921858097244392
324,0.7940321508911092,8.3111248966812
325,1.0073723241246908,8.632694876143375
326,2.266048716701442,2.7737635745468294
327,0.43674649336789606,1.6948759242336138
328,0.4390295563320562,3.023174675863856
329,0.494102109916802,4.152137292230995
330,0.5860722851185215,5.109552613999673
331,0.7025435469107302,5.919676830494982
332,0.83394908809392,6.603623564044305
333,0.9730016674416042,7.179722065913904
334,1.1142402999619199,7.663843689329154
335,1.253658002540798,8.069697523931303
336,1.3883972031169303,8.409096575239976
337,1.5165014856589898,8.692196200829303
338,1.6367141108433132,8.927706711278548
339,-1.9938609227637598,3.940539721975243
340,-1.5371601954701861,5.029213200589506
341,-1.1054176381260779,5.9363176283198875
342,-0.7021522872743706,6.6900866895969475
343,-0.3292259765993371,7.31465977764838
344,0.012744310996498642,7.8306298500650975
345,0.32405785834962775,8.255525600115472
346,0.6056702036018025,8.604234445764167
347,0.8589890508920988,8.88937247075547
348,1.0857155920885027,9.121607038106465
349,1.2877225347994858,9.309937358706955
350,1.4669616489278412,9.461937853508932
351,2.429298351643325,3.092275113563382
352,2.1885946034393613,4.131261912463142
353,2.025555889421983,5.024028841456095
354,1.9226836596669292,5.789402279660802
355,1.8658572019033217,6.444084591325005
356,1.8437420052708235,7.0028376145501205
357,1.8472942090622049,7.47866229215677
358,1.869346569389145,7.882971179970767
359,1.9042634311796038,8.225751640199585
360,1.9476539821106467,8.515718356922463
361,1.9961346190709481,8.760454444099667
362,2.0471326039742923,8.966540892721879
363,2.0987243490870235,9.139674454654624
364,2.149502674910155,9.28477431249295
365,2.277311406261503,3.2272165304749483
366,2.0648033565412756,4.252041594653246
367,1.925164516846214,5.131643221193608
368,1.8416555681670261,5.884890157340719
369,1.8008028392356008,6.52849041101293
370,1.7918220297907776,7.077184735791567
371,1.8061361147538237,7.543934144231201
372,-1.6001956545493476,3.6750768181242437
373,-1.2131632336419755,4.787823121587581
374,-0.839675823732176,5.718176182695123
375,-0.4849974028645446,6.494036788240141
376,-0.15248632090525727,7.139331166118701
377,0.15595987387527938,7.674530944037107
378,0.4395471305554718,8.11711290747653
379,0.6982995772712122,8.481964086132832
380,2.2702050075265117,2.657229270762395
381,2.0359634272280305,3.767836679846975
382,1.8812823803377048,4.721222640780808
383,1.0397499823679706,2.062226852675197
384,0.9662765591197828,3.3113028254791987
385,0.9537871882709833,4.375956339292528
386,0.9857573636020369,5.2814114008678095
387,1.0491502150964438,6.049769396193556
388,1.1337684586797194,6.700337978160665
389,1.231716709004188,7.249936543089376
390,1.336956664377135,7.713177393265802
391,1.4449402604511967,8.102722517700846
392,1.552308122091551,8.429516529627671
393,1.656642564962925,8.702996725299858
394,1.7562660492304807,8.931281513906363
395,1.8500774024021631,9.121338644851189
396,1.9374193378358862,9.279134752027424
397,2.0179718272416003,9.409767765709875
398,2.0916667637837554,9.51758372776373
399,2.1586200983267414,9.60627949804782
400,2.219078263499643,9.678992769407577
401,2.273376234751,9.738380723456453
402,2.321905028476608,9.786688565547944
403,2.3650868168270343,9.825809079576688
404,2.4033561574860465,9.857334244967102
405,-2.0822356721942374,4.321385450114553
406,-1.5970449033605196,5.356467059485139
407,1.739367512159917,1.3103204194026983
408,0.10598459060876803,1.206712453818226
409,0.13835540017018186,2.6214662021211415
410,0.22246073822950024,3.822712055796163
411,0.34200010972692174,4.840406817897558
412,0.4843163659837858,5.700665790823848
413,0.6396955427191718,6.426193267560919
414,0.8007889420137329,7.036676455718014
415,0.9621376589403936,7.549143429679763
416,1.119782747286525,7.978286408870183
417,1.2709467915483534,8.336752137648194
418,1.4137748583220282,8.635401445339031
419,-1.9624494041237428,3.8249565353886537
420,-1.5150837320896353,4.929711031245306
421,-1.090632731026378,5.850857725842095
422,-1.7393495549242206,2.6363431715491945
423,-1.3729933948236197,3.910465678013784
424,-1.0106257584795253,4.978815562104661
425,-0.65987927222341,5.8724182581281426
426,-0.32600065106477283,6.617950690297858
427,-0.012382525793142585,7.2382981127957695
428,0.27900677758765957,7.753048696908129
429,0.5472777088258358,8.178931121268404
430,0.7923432973526966,8.53020034472511
431,1.0146998165387964,8.818976561122236
432,1.2152539065028665,9.055542084292348
433,1.3951875038991304,9.248600615388382
434,1.555853402929796,9.40550302292416
435,1.698695513407293,9.532443433368345
436,1.8251889237309327,9.634629097826801
437,1.9367957490843648,9.716427176203544
438,2.034933473769852,9.781491269809637
439,2.1209531034967597,9.832870240387397
440,2.1961249475877413,9.873101580189415
441,2.2616302686571568,9.904291345257493
442,2.318557382168883,9.928182432722583
443,2.367901072152454,9.94621277252744
444,-2.1124351064266436,4.332784056551102
445,-1.6222584782006029,5.367363852325502
446,1.746200650381231,1.3063801202259637
447,1.5365257576330849,2.64057507617682
448,1.4116698970351949,3.7830277844449736
449,1.3512405238577145,4.75910682089682
450,1.33891871811493,5.591191176807989
451,1.3617285574700102,6.298955751562193
452,1.4094275039119966,6.899643246529063
453,1.4739991081863595,7.408319659393223
454,1.5492320283341345,7.838111746156786
455,1.6303716939302857,8.200425703099903
456,1.713832967964739,8.505146979877706
457,1.7969639019651362,8.76082161417746
458,1.8778521812374642,8.974819815972236
459,1.9551671466907339,9.153482756326902
460,2.0280313849401996,9.302253657010237
461,2.095916823479579,9.425794353061093
462,2.158561074080086,9.528088527162746
463,2.215900454054583,9.612532805125129
464,2.2680166981514005,9.682016866194175
465,2.315094868076457,9.738993668338992
466,2.357390384598548,9.785540823365086
467,2.395203459843369,9.823414084476381
468,2.428859504245919,9.854093833411188
469,2.4586943319454786,9.878825378229672
470,-2.076755731950619,4.338841279557988
471,-1.5916887209757067,5.371085316902315
472,1.7426571968790043,1.3152214086028717
473,0.0065738731390542204,2.290159865174803
474,0.09719418677518821,3.5463729304730203
475,0.2244699759778308,4.61052922343106
476,0.37522064851839854,5.5099710408772875
477,0.5393363928757302,6.268466558804958
478,0.709174596296569,6.9066231192691845
479,0.879063331622851,7.442262667526943
480,1.044894338580501,7.8907607341329875
481,2.0526788547701615,2.6054551042228473
482,0.4216256009668731,1.5990057272537253
483,0.4223419899119911,2.9422898441269916
484,0.4766822851902721,4.084052687911463
485,0.5685420499281898,5.052377493317133
486,1.3293843906395688,1.8003915313774412
487,1.201992393298731,3.0771574260452423
488,1.144779831345731,4.167504116406507
489,1.1397630213001315,5.096587305691701
490,1.1726620603327798,5.886508688985941
491,1.2322230988423004,6.55662590322474
492,1.309654670144945,7.123843093787336
493,1.3981601933746965,7.602880442913438
494,1.4925513820850296,8.006521968741435
495,-1.783185435455767,3.704721651002673
496,-1.367518754097295,4.820340820770502
497,-0.9695773081518806,5.751990447818818
498,-1.6894329780632689,2.642435117645207
499,-1.3303206266479701,3.913647169120957
500,-0.9742266458859362,4.979812918818732
501,-0.6289001322502965,5.87181004683136
502,-0.29969271053949764,6.616194545096668
503,0.00990897784529371,7.235753071753747
504,0.2978527540386495,7.749993751876874
505,0.5631745910079271,8.175580578933797
506,0.80572162551409,8.526716508453411
507,1.025932042025113,8.815480167164836
508,1.2246614424079394,9.052120860409106
509,1.4030470604631127,9.245316273651422
510,1.5624026523397025,9.402396950185185
511,1.7041381324961544,9.52954130156382
512,1.8296990646842841,9.6319445810294
513,1.9405219882228175,9.713964931287618
514,2.0380022872408996,9.779249312065561
515,2.123471916637387,9.83084182376609
516,2.1981848020924226,9.87127667353568
517,2.2633081487199864,9.902657780421631
518,2.4332479562100593,3.405097985968388
519,2.204464682217286,4.397003369824727
520,2.049675114677682,5.249274277062327
521,1.952194818558523,5.97989613091587
522,1.8985614410113791,6.604823918536148
523,1.877970181601118,7.13815787311527
524,1.881800969285561,7.5923153848839355
525,1.9032234392880842,7.978196038379922
526,1.9368677649300685,8.30533769505141
527,1.9785511079926148,8.582062330196495
528,2.0250509350015826,8.815610936347316
529,2.0739177322052376,9.012267258495156
530,2.123320762714258,9.177470460432673
531,2.171921466724426,9.315917060859201
532,2.21876992915013,9.431652643061344
533,2.2632205455000642,9.528153949436136
534,2.3284000240171085,3.315194289694689
535,2.1117477920023298,4.324779145279802
536,1.9679767890131723,5.191592361807738
537,1.880443965133506,5.93413443597605
538,1.8357427478025221,6.568796511974302
539,1.8231331961111157,7.110047325266056
540,1.8340651097050906,7.570614898631703
541,1.8617799391945953,7.961660059448743
542,1.9009793506933557,8.292939852963649
543,1.9475500422078982,8.572959700991367
544,1.998335923916368,8.809113744154345
545,2.050950085095087,9.007813245574539
546,2.1036201021538052,9.174603255334555
547,2.1550612170441164,9.314267962948218
548,2.2043727530054276,9.43092531982422
549,2.2509538528475823,9.52811161173037
550,2.2944352393896597,9.608856715856911
551,2.334624222115487,9.675750798902788
552,-2.0487703632916276,4.2656287468451755
553,-1.5708296589240764,5.307735249350064
554,-1.1228958001114624,6.174408148304519
555,-0.7074851041625623,6.8931627580632995
556,-0.3256358282156459,7.487487748520307
557,0.02270905595751327,7.977390019370887
558,2.2302628470302217,2.3604779591979663
559,1.990142538343607,3.517195751437063
560,1.8323089876495486,4.5100106871877585
561,1.7378630669896267,5.360216724603613
562,1.691592275925327,6.086669693233485
563,1.6813202222658674,6.706005548211449
564,1.6973624108544452,7.232851907089097
565,1.7320721255098424,7.680029624591555
566,-1.6503932772918357,3.687983106277406
567,-1.255314961446964,4.800801371427468
568,-0.8749856623728206,5.730893764171228
569,-1.6650295111590834,2.6595499257719215
570,-1.308893087454344,3.927218617352497
571,-0.9554703796420927,4.990491548247796
572,-0.6125301607658669,5.88013663119631
573,-0.2854451714031344,6.622617342947498
574,1.89714963173577,1.9552124177425845
575,1.6907856836851078,3.186044569811766
576,1.5646096139248122,4.2405064569925965
577,1.4995384301157944,5.1418461038867145
578,1.4802815097538937,5.9105876510990765
579,1.4946627893347726,6.56478824304406
580,-1.407912385324501,3.388025855016691
581,-1.0612044933251583,4.536138472177168
582,-0.7205782804392978,5.498165881083599
583,-0.3925649031300592,6.3022641301386315
584,-0.08158960245500502,6.9726271067430385
585,0.20955392218296728,7.529996624829783
586,0.47932069884871353,7.992114974217998
587,0.7271071929901265,8.37412490013135
588,0.9530061100468615,8.688921877392042
589,1.157612068635514,8.94746335138136
590,1.3418687923954413,9.159039365928736
591,1.5069500481732745,9.331508709343607
592,-2.124802254794683,3.999530427135447
593,-1.6461006994900627,5.084592953256918
594,-1.1958018764362766,5.987748038247982
595,-0.7769216734409159,6.737417907568236
596,-0.39088670612204907,7.357882088370637
597,-0.037938416668916175,7.869835243359923
598,0.2825457555658182,8.290877493522691
599,0.5717989919718531,8.635944039271655
600,0.8314669047469414,8.917680473702031
601,1.0634540879829815,9.14676972645685
602,1.2698067638438082,9.332216103969003
603,1.452624393425997,9.4815914178199
604,1.6139943911248935,9.601247729409874
605,1.7559451416325544,9.696500794353396
606,1.880413402161807,9.771787869535084
607,1.9892229066189393,9.830803153018348
608,2.084071596746832,9.876613763800837
609,2.1665254077868408,9.911758835360837
610,2.238016950033248,9.938333993745237
611,2.29984776727807,9.95806321668212
612,2.3531931308536445,9.972359823488679
613,2.399108554165145,9.982378124731232
614,2.438537396029622,9.98905706385494
615,2.4723190691793766,9.993157008435514
616,0,1.5989051213496823
617,0.0639562048539873,2.95906935314723
618,0.1727255482517784,4.112650701980986
619,0.31132274409325106,5.0888440747537675
620,0.4681780954694141,5.913064553776973
621,0.6344739633000809,6.60737774689165
622,0.8035979786807348,7.190892126325899
623,0.9706939669316605,7.680114388229786
624,1.1322944474211027,8.089269471318051
625,1.2860210591606593,8.430587272723498
626,1.4303413911955003,8.714558339448546
627,2.225525126366268,2.903382763178481
628,2.007831667938467,3.978854343647058
629,1.8658110914935793,4.90171292538246
630,1.782007944784841,5.691823542915348
631,1.7423796947837287,6.366769693686651
632,1.7356935283136354,6.942059051842305
633,1.7530218611402821,7.431322452933413
634,1.7873214800865764,7.846503210547789
635,-1.6826265387251098,3.737314646740426
636,-1.308227115897533,2.0352051183761186
637,-1.0305848437778582,3.382253435255602
638,-0.7407069798009553,4.516138813718376
639,-0.44895538028207693,5.468346270852658
640,-1.5115611064781065,2.6997764421227073
641,-1.1768358828214822,3.9552724200634257
642,-0.8420996035957227,5.009054992366771
643,-0.5154224633616934,5.891380727655584
644,-0.202453864751216,6.628290517041714
645,0.09304583564313498,7.242145094075505
646,0.36877476405968496,7.7521014965384545
647,0.6235426093122705,8.174535281495299
648,0.8569926291752418,8.523413284898513
649,1.0693802661948961,8.810621586996726
650,1.2613980897455308,9.046253138299422
651,1.434038501815678,9.238859243964688
652,1.5884870963019138,9.395668817297357
653,1.726040784548521,9.522779010850677
654,-2.130714385911472,4.092000762833309
655,-1.6474271975114188,5.163429223844771
656,-1.6719770377019243,2.3570461738182233
657,-1.3268986350939067,3.670368329253567
658,1.226737927455085,0.9758947538964402
659,1.0817630284926798,2.3804410237137708
660,0.5042590323659539,1.2925642330994016
661,0.4803227468350369,2.678509236839853
662,0.5154147042833754,3.8575199414404735
663,0.592403296298488,4.858275362053067
664,0.6978738163358376,5.705837925893167
665,0.8214262609211886,6.4220472843557594
666,0.9550942131572406,7.025883141265547
667,1.0928654068342765,7.533796901549426
668,1.230287471871112,7.96001275004364
669,1.364144861092191,8.31679933866225
670,1.4921951054748523,8.614713643419224
671,-1.9413865261940277,3.8384418758114456
672,-1.3862721929497814,1.9979383116538918
673,-1.0984138315411585,3.3536984526237994
674,-0.7995038187050327,4.494580237991876
675,-0.49979503637960276,5.452373355041296
676,-0.2067308467210105,6.254509153240285
677,0.0744591464167525,6.9246020141230815
678,0.34027435501916287,7.482933346147949
679,2.0441801836685514,2.32437533538049
680,1.8305281695334883,3.4939518277266743
681,1.6957070172125321,4.496637926786334
682,1.6212164817021057,5.354313957079882
683,1.592206567729985,6.086318204249816
684,1.59682831074048,6.709682210903145
685,1.6256913525655337,7.2393567468380535
686,1.6714119195542259,7.688425580709724
687,1.7282371548494808,8.068305266821097
688,1.7917337922949026,8.388929990603954
689,1.8585309230748253,8.658921140321565
690,1.926108130226464,8.885741732350338
691,1.992621579986508,9.075836147288728
692,2.0567617888800807,9.234755861995959
693,2.117637755027907,9.367272011141361
694,2.1746829722193755,9.477475699269041
695,2.2275795543572308,9.56886702548991
696,2.2761973022232427,9.644433789492133
697,2.3205450584694414,9.706720828979382
698,2.3607321328582005,9.757890902293697
699,2.3969379490212184,9.799777981635314
700,2.4293883759334483,9.833933766429167
701,2.458337470200598,9.861668166427455
702,2.484053576327606,9.884084442655311
703,2.506808917584677,9.90210963320391
704,2.526871965275132,9.916520831519936
705,2.5445020037446597,9.92796782818094
706,2.5599454163101982,9.93699257380401
707,2.5734333068158293,9.944045871081
708,2.5851801456366945,9.949501658146216
709,2.595383190117039,9.953669203598816
710,2.6042224797434357,9.956803495454311
711,2.6118612476000926,9.959114071946427
712,2.618446623337936,9.96077251125046
713,2.624110530287264,9.961918769629373
714,2.628970701529349,9.962666532973476
715,2.6331317576188855,9.96310772496628
716,2.6366863029747036,9.963316295916583
717,2.639716009365161,9.963351399410106
718,2.6422926639367907,9.963260049123983
719,2.644479166311231,9.963079335197913
720,2.6463304647724626,9.962838268265775
721,2.647894425787224,9.96255930943501
722,2.649212634296541,9.962259635988268
723,2.6503211245915903,9.961952185218165
724,-2.0600433432384047,4.401203339404063
725,-1.5749887081764813,5.42342457222299
726,-1.1218034190610895,6.2729104347166
727,-0.702616488813262,6.976846006271554
728,-0.3181501752404105,7.558423764883351
729,0.031909301640985155,8.037386207160464
730,0.34861835468125596,8.430501904020755
731,2.308247779923623,2.5539612291821077
